,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
4739,"Lay Low - Feat. Master P, Nate Dogg, Butch Cassidy And Tha E",55.0,222360.0,0.151,0.723,0.644,0.0,0.0,0.199,-4.803,1.0,0.45,189.537,4.0,0.743
4740,Lay Your Love Down - Single Version,37.0,228613.0,0.000439,0.588,0.7879999999999999,1.7899999999999998e-05,9.0,0.127,-4.851,1.0,0.0333,119.165,4.0,0.393
4741,"Lay, Lady, Lay",60.0,197093.0,0.356,0.52,0.179,0.00344,11.0,0.131,-21.976,0.0,0.0454,155.746,4.0,0.407
4742,Layla,22.0,426173.0,0.481,0.404,0.754,0.489,1.0,0.318,-10.31,1.0,0.0556,115.536,4.0,0.446
4743,Lazaretto,53.0,219646.5,0.0044399999999999,0.353,0.8345,3.745e-05,6.0,0.096,-6.568,0.0,0.076,149.1275,4.0,0.5609999999999999
4744,Lazy Sunday,45.0,152380.0,0.76,0.759,0.532,0.841,0.0,0.127,-9.653,0.0,0.0391,126.047,4.0,0.036
4745,Le Dio Pami,40.0,234058.0,0.5820000000000001,0.8420000000000001,0.838,0.0,6.0,0.24,-3.317,0.0,0.0452,94.944,4.0,0.964
4746,Leader Of The Pack,13.0,171333.0,0.7020000000000001,0.421,0.557,0.0,1.0,0.691,-8.538,1.0,0.0981,116.512,4.0,0.344
4747,Leaf off / The Cave,53.0,293880.0,0.825,0.735,0.61,0.203,2.0,0.121,-8.296,1.0,0.0444,85.954,4.0,0.6609999999999999
4748,Lean On - Trinix (Remix) - Remix,0.0,143505.0,0.0266,0.754,0.645,0.171,7.0,0.153,-7.802,0.0,0.067,96.966,4.0,0.43
4751,Learn to Fly,74.0,235293.0,1.83e-05,0.465,0.919,2.07e-05,4.0,0.262,-4.025,1.0,0.0408,135.997,4.0,0.537
4752,Leave It,53.0,244965.0,0.0138,0.7929999999999999,0.7609999999999999,0.00368,0.0,0.107,-4.959,1.0,0.0445,145.00799999999995,4.0,0.275
4755,Leave a Light On,84.0,185863.0,0.0153,0.586,0.624,1.78e-06,5.0,0.133,-5.9460000000000015,1.0,0.113,68.976,4.0,0.267
4756,Leave a Light On - Cheat Codes Remix,61.0,185526.0,0.0668,0.815,0.643,1.21e-05,5.0,0.237,-5.975,1.0,0.0465,127.997,4.0,0.833
4758,Leavin' On Your Mind - Single Version,38.0,144040.0,0.88,0.476,0.237,7.73e-06,7.0,0.485,-12.795,1.0,0.0292,104.614,3.0,0.4
4759,Leaving (feat. Yuna),60.0,175851.0,0.222,0.5870000000000001,0.6679999999999999,0.0,8.0,0.0589,-5.79,0.0,0.0435,93.974,4.0,0.124
4760,Left Alone,47.0,228384.0,0.18,0.555,0.857,0.00416,0.0,0.103,-3.42,1.0,0.0297,105.015,4.0,0.562
4761,Left Behind,61.0,241466.0,7.03e-05,0.229,0.994,0.00548,6.0,0.318,-3.431,1.0,0.22,156.623,4.0,0.115
4762,Leg Over,65.0,197972.0,0.58,0.601,0.6809999999999999,0.0,9.0,0.0934,-5.171,1.0,0.324,98.078,4.0,0.546
4763,Legbegbe,49.0,262191.0,0.0652,0.903,0.7809999999999999,8.56e-05,1.0,0.0591,-5.465,0.0,0.109,125.01,4.0,0.758
4765,Legendary,7.5,260014.5,0.06305,0.3405,0.804,1.08e-06,9.5,0.2126,-3.5355000000000003,0.5,0.17895,113.5095,4.5,0.3205
4766,Lei Wulong,21.0,242533.0,0.0321,0.642,0.828,0.8759999999999999,2.0,0.201,-6.565,1.0,0.0358,134.94799999999998,4.0,0.218
4769,Lejos,29.0,239973.0,0.000183,0.536,0.772,0.0418,6.0,0.31,-6.581,1.0,0.0333,146.929,4.0,0.264
4770,Lemme See,59.0,252826.0,0.0262,0.6559999999999999,0.725,0.0,1.0,0.0712,-4.067,1.0,0.0596,153.873,4.0,0.403
4771,Lemon - Edit,67.0,146906.0,0.000881,0.805,0.71,2.64e-05,1.0,0.358,-6.642,1.0,0.309,190.044,4.0,0.147
4773,Les Etudes,59.0,105176.0,0.994,0.345,0.113,0.901,5.0,0.165,-24.203000000000007,1.0,0.048,68.528,4.0,0.321
4774,Lesson In Leavin',61.0,220200.0,0.273,0.612,0.804,0.0,7.0,0.311,-7.275,1.0,0.0543,80.771,4.0,0.841
4775,Lessons,55.0,184279.0,0.206,0.7829999999999999,0.888,0.0,5.0,0.0941,-1.845,0.0,0.218,105.028,4.0,0.892
4777,Let 'em Burn,48.0,235853.0,0.000122,0.54,0.966,0.0006259999999999,10.0,0.391,-3.884,0.0,0.0637,94.986,4.0,0.521
4778,Let Go,54.0,230299.5,0.1103,0.7795000000000001,0.5940000000000001,0.1398,5.0,0.21015,-7.4315,0.5,0.03285,106.0025,4.0,0.7889999999999999
4780,Let It All Blow - Special Disco Remix,0.0,406106.0,0.000901,0.7979999999999999,0.674,0.503,8.0,0.0681,-9.991,1.0,0.0444,115.142,4.0,0.536
4781,Let It Be,17.0,237933.0,0.409,0.317,0.754,0.0,0.0,0.967,-3.7,1.0,0.0371,141.431,4.0,0.361
4784,Let It Breathe,60.0,159645.0,0.893,0.5,0.151,6.54e-05,11.0,0.111,-16.107,1.0,0.0348,113.969,4.0,0.3
4785,Let It Burn,50.0,241560.0,0.000173,0.341,0.912,0.0,6.0,0.216,-5.465,1.0,0.0936,170.05700000000004,4.0,0.352
4789,Let It Sing,64.0,195455.0,0.0392,0.737,0.728,0.0,5.0,0.159,-5.497999999999998,0.0,0.402,144.964,4.0,0.5870000000000001
4790,Let Me Blow Ya Mind,72.0,229933.0,0.243,0.909,0.539,0.0,8.0,0.0674,-4.2780000000000005,0.0,0.116,90.038,4.0,0.8690000000000001
4792,Let Me Down Slowly,83.0,169180.0,0.733,0.649,0.5479999999999999,0.0,1.0,0.136,-5.692,0.0,0.0318,150.036,4.0,0.506
4794,Let Me Hold You (Turn Me On),18.0,162425.0,0.0992,0.6809999999999999,0.774,0.0,1.0,0.35,-3.167,0.0,0.0787,102.924,4.0,0.267
4795,Let Me In,16.0,239653.0,0.00403,0.48,0.733,0.000177,6.0,0.0936,-6.581,1.0,0.0466,127.941,4.0,0.1639999999999999
4796,Let Me Live (feat. Anne-Marie & Mr Eazi) - Acoustic,68.0,218049.0,0.539,0.68,0.547,0.0,8.0,0.0877,-4.762,1.0,0.0414,142.053,4.0,0.6409999999999999
4798,Let Me Love You,75.5,231339.5,0.1562666666666666,0.6246666666666666,0.6463333333333333,5.1e-06,7.5,0.1273333333333333,-7.1401666666666666,0.5,0.0679666666666666,113.90866666666666,4.0,0.3523333333333333
4799,Let Me Love You - Recorded at Spotify Studios NYC,63.0,221361.0,0.8059999999999999,0.57,0.363,3.38e-06,2.0,0.102,-6.606,1.0,0.0493,97.444,4.0,0.359
4800,Let Me Love You - Tiësto's AFTR:HRS Mix,60.0,155840.0,0.013,0.708,0.8270000000000001,1.49e-05,0.0,0.504,-4.591,0.0,0.0453,120.015,4.0,0.3670000000000001
4801,Let The Music,55.0,166062.0,0.000977,0.654,0.974,0.379,6.0,0.345,-3.221,0.0,0.227,128.004,4.0,0.113
4802,Let There Be Love,50.0,201546.0,0.0215,0.546,0.899,4.88e-05,7.0,0.259,-1.589,0.0,0.16,127.972,4.0,0.441
4803,Let You Down,31.0,212120.0,0.323,0.6599999999999999,0.7155,0.0,5.0,0.1755,-5.661999999999999,0.0,0.1149999999999999,148.02100000000002,4.0,0.424
4805,Let the Beat Control Your Body (feat. Louisahhh!),41.0,311272.0,0.154,0.7509999999999999,0.938,0.235,9.0,0.0686,-5.58,0.0,0.0561,126.014,4.0,0.6559999999999999
4806,Let's Dance - 1999 Remastered Version,71.0,457133.0,0.00388,0.619,0.703,0.205,10.0,0.163,-9.414,0.0,0.0525,115.043,4.0,0.7090000000000001
4807,Let's Dance - Single Version [Remastered],55.0,248586.0,0.00773,0.643,0.627,0.00259,8.0,0.123,-10.972,1.0,0.0405,114.477,4.0,0.725
4809,Let's Get Ill,69.0,256874.0,0.009,0.7040000000000001,0.989,0.0443,8.0,0.0814,-5.079,1.0,0.073,127.992,4.0,0.123
4810,Let's Get Lost,69.0,240680.0,0.103,0.6709999999999999,0.672,3.98e-05,4.0,0.074,-9.188,0.0,0.12,117.96,4.0,0.186
4811,Let's Get Loud,70.0,239400.0,0.135,0.82,0.937,0.000128,5.0,0.35,-4.81,0.0,0.0551,130.993,4.0,0.906
4812,Let's Go,13.0,201087.0,0.2074,0.6399999999999999,0.762,0.45100096,6.5,0.0927,-6.195500000000001,0.5,0.03125,119.0035,4.0,0.3744999999999999
4813,Let's Go (The Royal We),66.0,217853.0,0.0125,0.715,0.6409999999999999,0.000842,11.0,0.0932,-6.184,1.0,0.172,127.943,4.0,0.283
4814,Let's Go (feat. Big D & Twista),66.0,222200.0,0.0267,0.748,0.767,0.0,11.0,0.334,-7.806,0.0,0.172,133.929,4.0,0.519
4815,Let's Hear It for the Boy,61.0,261893.0,0.177,0.7829999999999999,0.573,8.499999999999999e-05,7.0,0.043,-8.521,1.0,0.0462,122.744,4.0,0.789
4816,Let's Make Love,26.0,213960.0,0.000152,0.442,0.929,0.277,1.0,0.191,-5.755,0.0,0.0859,179.864,4.0,0.361
4817,Let's Make Love And Listen To Death From Above - Dan Carey Mix; Remastered Version,44.0,213159.0,0.0819,0.688,0.804,0.00813,10.0,0.325,-4.313,0.0,0.0322,119.991,4.0,0.742
4818,Let's See What The Night Can Do,71.0,245186.0,0.27,0.392,0.423,0.0,7.0,0.117,-7.813,1.0,0.0348,113.537,4.0,0.288
4819,Let's Stay Together,26.0,199400.0,0.606,0.746,0.273,0.0168,5.0,0.0526,-16.63,1.0,0.0573,101.952,4.0,0.502
4820,Let's Stick Together - Remastered,57.0,179160.0,0.0711,0.785,0.892,0.0005099999999999,9.0,0.113,-4.71,1.0,0.0356,120.115,4.0,0.974
4821,Lets Kick It,40.0,237317.0,0.0149,0.5670000000000001,0.591,0.000153,10.0,0.219,-6.3020000000000005,0.0,0.299,187.201,4.0,0.317
4822,Letter Received / Taliban Attacks,0.0,231814.0,0.5579999999999999,0.316,0.54,0.83,7.0,0.0935,-16.508,1.0,0.0482,133.736,4.0,0.0679
4823,Letter to Lady J,39.0,255191.0,0.218,0.515,0.743,1.05e-05,4.0,0.517,-6.431,1.0,0.0512,132.03799999999998,4.0,0.32
4824,Letting You Go,32.0,223655.0,0.00877,0.459,0.903,0.0,5.0,0.168,-4.649,0.0,0.0673,76.185,4.0,0.364
4825,Letting a Flower Die,52.0,195000.0,0.00759,0.545,0.7040000000000001,0.00116,5.0,0.669,-6.651,1.0,0.0316,79.991,4.0,0.524
4826,Level Up,76.0,203751.0,0.0116325,0.74275,0.815,0.0872749999999999,1.5,0.106025,-4.111000000000001,0.75,0.1892499999999999,152.19475,4.0,0.57275
4827,Levels - Radio Edit,45.0,199903.0,0.0585,0.62,0.8809999999999999,0.7140000000000001,1.0,0.311,-5.851,0.0,0.0372,126.035,4.0,0.415
4828,Levitate,63.0,230738.0,0.142,0.606,0.7809999999999999,0.0080299999999999,1.0,0.0734,-5.846,1.0,0.0703,170.007,4.0,0.632
4829,Lex Kino Black,32.0,154753.0,0.000235,0.755,0.591,0.873,2.0,0.0732,-9.799,1.0,0.0567,138.007,4.0,0.153
4830,Lhhc,48.0,189985.0,0.00732,0.629,0.993,0.0,7.0,0.148,-1.277,1.0,0.214,137.023,4.0,0.329
4831,"Liar, Liar",7.0,110493.0,0.831,0.465,0.484,0.78,7.0,0.248,-13.882,0.0,0.0345,146.007,4.0,0.807
4832,Liberate,51.0,313388.0,0.0024,0.515,0.877,0.802,5.0,0.623,-5.412999999999999,1.0,0.0356,126.996,4.0,0.434
4833,Liberation (with Cee-Lo),51.0,526373.0,0.0841,0.66,0.63,5.7200000000000015e-05,11.0,0.0819,-9.615,1.0,0.149,157.594,4.0,0.591
4835,Lie Lie Lie,53.0,149461.0,0.287,0.815,0.468,6.19e-05,10.0,0.071,-7.011,1.0,0.0596,109.101,4.0,0.563
4838,Lies 666,30.0,183000.0,0.0133,0.626,0.81,0.0,11.0,0.134,-4.229,0.0,0.0903,160.007,4.0,0.6829999999999999
4839,Lies We Told,12.0,170588.0,0.845,0.762,0.18,0.927,3.0,0.0779,-18.287,1.0,0.0499,101.809,4.0,0.17
4840,Life - Dream Version,46.0,236166.0,0.677,0.541,0.294,0.92,9.0,0.329,-14.865,0.0,0.0332,120.035,3.0,0.486
4841,Life Changes,77.0,190226.0,0.105,0.687,0.8420000000000001,0.0,7.0,0.0436,-4.382,1.0,0.058,87.96799999999998,4.0,0.778
4842,Life Cykles,41.0,236400.0,0.928,0.669,0.0711,0.938,7.0,0.107,-20.716,0.0,0.0288,100.0,4.0,0.0446
4843,Life In Tokyo,46.0,211600.0,0.00509,0.7140000000000001,0.504,4.22e-05,5.0,0.425,-12.037,1.0,0.0337,119.849,4.0,0.735
4844,Life Is A Highway,65.0,266560.0,0.0681,0.6829999999999999,0.7509999999999999,8.36e-06,5.0,0.248,-10.184,1.0,0.0346,103.036,4.0,0.841
4845,Life Is But A Dream,45.0,163533.0,0.794,0.247,0.267,2.04e-06,5.0,0.105,-15.328,1.0,0.0593,175.747,3.0,0.333
4847,Life Itself,9.0,280415.0,0.0169,0.696,0.62,0.176,1.0,0.349,-8.346,1.0,0.0346,111.994,4.0,0.674
4848,Life On Mars? - 1999 Remastered Version,7.0,223413.0,0.53,0.44,0.591,1.03e-05,10.0,0.171,-7.859,1.0,0.0369,121.398,4.0,0.373
4849,Life On Mars? - 2015 Remastered Version,71.0,235986.0,0.639,0.442,0.384,7.7e-05,10.0,0.0539,-14.635,1.0,0.0414,123.281,4.0,0.216
4850,Life's A Dance,60.0,188840.0,0.403,0.64,0.5329999999999999,0.0,5.0,0.176,-9.846,1.0,0.0264,135.224,4.0,0.652
4851,Life's Been Good,69.0,536226.0,0.25,0.505,0.476,0.00915,2.0,0.113,-12.897,1.0,0.0711,99.31,4.0,0.542
4852,Life's What You Make It,54.0,186109.0,0.371,0.655,0.6859999999999999,1.13e-06,7.0,0.113,-5.7010000000000005,1.0,0.028,112.974,4.0,0.544
4853,Lifeguard,20.5,164122.0,0.1933,0.732,0.552,0.003095,4.5,0.1125,-6.3065000000000015,1.0,0.0489,119.987,4.0,0.7935000000000001
4856,Light,8.0,240500.0,0.0949,0.5720000000000001,0.754,1.86e-06,1.0,0.0985,-4.148,1.0,0.0564,150.06799999999996,4.0,0.423
4857,Light (feat. Lil Yachty),61.0,276164.0,0.0192,0.6859999999999999,0.657,0.0,1.0,0.129,-6.382999999999999,1.0,0.188,146.066,4.0,0.124
4858,Light (feat. Little Dragon),47.0,253533.0,0.546,0.574,0.634,0.71,1.0,0.242,-7.98,1.0,0.0348,132.981,4.0,0.245
4859,Light - GoSlo Remix,49.0,302640.0,0.102,0.531,0.6679999999999999,0.0,9.0,0.218,-4.4860000000000015,1.0,0.042,118.806,4.0,0.161
4860,Light Flight,42.0,194333.0,0.403,0.516,0.494,0.0102,7.0,0.112,-11.077,0.0,0.0311,89.45200000000001,3.0,0.8140000000000001
4863,Light Show,48.0,243308.0,0.127,0.813,0.637,0.0,11.0,0.442,-4.995,0.0,0.132,132.982,4.0,0.508
4865,Light of Day,31.0,292941.0,0.529,0.674,0.634,0.0,4.0,0.113,-11.050999999999998,0.0,0.347,135.87,4.0,0.63
4866,Light up for You,60.0,223792.0,0.242,0.738,0.632,0.0,7.0,0.072,-8.107000000000001,0.0,0.0862,118.003,4.0,0.6970000000000001
4867,Lightbeam,25.0,181536.0,0.0121,0.665,0.508,0.0,1.0,0.0733,-7.162000000000001,0.0,0.049,170.954,4.0,0.537
4868,Lighthearted,47.0,220200.0,0.0158,0.5870000000000001,0.602,0.0,8.0,0.337,-7.159,1.0,0.222,97.998,4.0,0.409
4869,Lighthouse - Radio Edit,44.0,186562.0,0.0208,0.604,0.6990000000000001,0.0,11.0,0.341,-5.805,1.0,0.0624,128.056,4.0,0.3670000000000001
4870,Lights And Sounds,61.0,208186.0,8.48e-05,0.344,0.972,0.0,11.0,0.293,-3.675,0.0,0.116,167.81900000000005,4.0,0.387
4871,Lights Down Low,71.0,223846.0,0.0632,0.623,0.493,0.0,5.0,0.104,-7.727,0.0,0.0338,81.01899999999998,4.0,0.594
4872,Lights Down Low - Not Your Dope Remix,52.0,216319.0,0.0208,0.596,0.745,3.63e-06,0.0,0.209,-4.314,0.0,0.0358,81.064,4.0,0.595
4873,Lights Go Down,51.0,213186.0,0.38,0.593,0.917,0.0052,1.0,0.29,-3.738,0.0,0.0909,170.033,4.0,0.262
4874,Lights Off,65.0,232400.0,0.862,0.611,0.33,0.0,7.0,0.18,-11.475,1.0,0.0504,150.075,4.0,0.418
4875,Lights On,52.0,219693.0,0.63,0.71,0.407,0.000157,10.0,0.0948,-9.418,0.0,0.0925,118.091,4.0,0.339
4876,Lights Out,30.0,226051.0,0.296,0.603,0.471,0.0,5.0,0.0548,-8.561,0.0,0.0443,81.962,4.0,0.216
4878,Like A Hurricane,47.0,501213.0,0.0129,0.423,0.8340000000000001,0.00113,9.0,0.1639999999999999,-5.497999999999998,0.0,0.037,113.876,4.0,0.606
4879,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",38.0,179565.0,0.085,0.81,0.659,5.51e-06,7.0,0.0977,-6.506,1.0,0.0411,109.975,4.0,0.547
4880,Like Fire (feat. Nevve),60.0,195000.0,0.262,0.629,0.871,5.79e-06,0.0,0.17,-3.055,1.0,0.0452,126.07,4.0,0.455
4881,Like I Can,14.0,167065.0,0.356,0.654,0.631,2.64e-05,7.0,0.124,-6.6110000000000015,0.0,0.0395,99.94,4.0,0.487
4883,Like I'm Gonna Lose You,75.0,228695.5,0.679,0.514,0.352,2.08e-06,0.0,0.1674999999999999,-9.209499999999998,1.0,0.0399,140.09500000000003,3.0,0.285
4884,Like Juve (Juventus),42.0,194873.0,0.153,0.407,0.959,8.36e-06,2.0,0.113,-6.081,1.0,0.447,140.005,4.0,0.5670000000000001
4885,Like Mariah,57.0,208186.0,0.112,0.735,0.77,0.0,4.0,0.129,-4.851,1.0,0.143,97.981,4.0,0.4920000000000001
4886,Like Someone in Love,62.0,212219.0,0.993,0.368,0.0369,0.957,0.0,0.113,-23.48,0.0,0.0601,173.322,4.0,0.163
4887,Like That,43.0,196191.0,0.0346,0.461,0.458,1.2e-05,8.0,0.373,-8.417,1.0,0.072,86.001,4.0,0.193
4889,Like U,46.0,220216.0,0.294,0.634,0.246,0.0413,9.0,0.0922,-14.002,1.0,0.0628,171.83599999999996,4.0,0.154
4890,Like You Knew It,58.0,208322.0,0.995,0.378,0.00759,0.965,10.0,0.0891,-28.372,0.0,0.0612,70.675,4.0,0.147
4891,Like Yours,46.0,220813.0,0.0505,0.352,0.965,0.0,5.0,0.0553,-2.486,1.0,0.333,140.184,4.0,0.4370000000000001
4893,Likkel Rider,33.0,250285.0,0.061,0.7020000000000001,0.413,0.00152,6.0,0.105,-12.235,0.0,0.0863,140.017,4.0,0.103
4894,Lil Bebe,69.0,174320.0,0.0479,0.8320000000000001,0.485,0.0,1.0,0.111,-4.521,1.0,0.086,136.039,4.0,0.0721
4895,Lil Booties Matter,54.0,193693.0,0.0445,0.863,0.701,0.0,5.0,0.482,-5.95,0.0,0.265,100.973,4.0,0.8540000000000001
4896,Lil Story (feat. ScHoolboy Q),54.0,170733.0,0.00839,0.943,0.777,0.0,1.0,0.278,-4.273,1.0,0.2,135.0,4.0,0.711
4897,Lil' Boy Fresh,40.0,233866.0,0.351,0.531,0.915,0.0,11.0,0.401,-4.131,0.0,0.426,75.915,4.0,0.6829999999999999
4898,Lil’ Touch,77.0,189846.0,0.0114,0.7909999999999999,0.789,0.0,11.0,0.301,-4.694,0.0,0.104,112.11,4.0,0.669
4899,Limbo,72.0,224693.0,0.0838,0.8059999999999999,0.875,0.00192,7.0,0.065,-3.817,1.0,0.088,125.063,4.0,0.917
4900,Limelight,39.0,206875.0,0.312,0.412,0.741,0.00644,10.0,0.0887,-4.893,0.0,0.176,192.323,4.0,0.383
4901,Limit To Your Love,61.0,276720.0,0.5489999999999999,0.775,0.281,0.242,10.0,0.0941,-10.216,0.0,0.096,139.951,4.0,0.0398
4902,Limonada Coco - Remix,54.0,216816.0,0.246,0.894,0.723,0.00475,11.0,0.15,-5.61,0.0,0.0917,116.003,4.0,0.487
4903,Linda Guajira,39.0,184793.0,0.593,0.7695000000000001,0.5685,0.6325000000000001,7.0,0.0282499999999999,-14.1555,1.0,0.0399,132.8895,4.0,0.97
4904,Linda Morena,4.0,508906.0,0.6,0.56,0.903,0.00724,2.0,0.223,-5.419,0.0,0.0883,104.569,4.0,0.705
4905,Linda Mujer,47.0,268200.0,0.513,0.737,0.541,0.0214,4.0,0.284,-8.17,1.0,0.156,147.025,3.0,0.598
4906,Linda On My Mind - Single Version,20.0,162693.0,0.302,0.428,0.32,1.22e-05,9.0,0.074,-15.107,1.0,0.0291,105.765,4.0,0.5720000000000001
4907,Line Of Sight (feat. WYNNE & Mansionair),55.0,237140.0,0.0334,0.5579999999999999,0.733,0.00193,8.0,0.193,-6.65,1.0,0.0693,89.992,4.0,0.173
4908,Linger,63.75,256327.0,0.257425,0.472,0.39525,3.5925000000000006e-05,6.5,0.1281,-14.266,1.0,0.027725,93.1415,4.0,0.1962499999999999
4909,Lionhearted,62.0,270013.0,0.773,0.337,0.293,0.000403,7.0,0.0622,-13.198,1.0,0.0402,136.987,4.0,0.0594
4910,Lip & Hip,67.0,209746.0,0.00117,0.742,0.847,8.49e-06,11.0,0.142,-2.763,0.0,0.0485,112.95,4.0,0.516
4911,Lips Are Movin,69.0,182666.0,0.0506,0.775,0.825,1.03e-06,7.0,0.111,-5.402,1.0,0.0464,139.091,4.0,0.95
4913,Listen To The Music,74.0,227266.0,0.221,0.645,0.598,3.53e-06,1.0,0.0721,-13.18,0.0,0.0335,105.929,4.0,0.913
4914,Lit,37.0,201280.0,0.02,0.6890000000000001,0.828,2.24e-05,4.0,0.248,-3.872,0.0,0.0556,121.051,4.0,0.239
4915,Lit (feat. Lil Duval),17.0,208744.0,0.223,0.8490000000000001,0.607,0.0,1.0,0.155,-7.069,1.0,0.365,120.021,4.0,0.489
4916,Lithium,71.0,257053.0,0.0017399999999999,0.6779999999999999,0.6559999999999999,0.0,7.0,0.0631,-6.41,1.0,0.0381,123.207,4.0,0.485
4917,Litness,67.0,202352.0,0.0103,0.5579999999999999,0.628,0.0,1.0,0.0608,-8.314,1.0,0.504,101.778,4.0,0.951
4918,Little Boy,56.0,233448.0,0.401,0.659,0.608,6.7e-06,11.0,0.117,-8.566,1.0,0.0325,113.952,4.0,0.393
4919,Little Darlin',53.0,129333.0,0.495,0.62,0.5329999999999999,0.185,6.0,0.328,-11.417,1.0,0.0394,153.385,4.0,0.81
4920,Little Darlin' - Single Version,13.0,129213.0,0.62,0.561,0.677,0.585,6.0,0.297,-11.36,1.0,0.0482,153.19,4.0,0.698
4921,Little Drop,2.0,172173.0,0.0473,0.318,0.955,0.263,7.0,0.581,-3.547,0.0,0.116,137.713,4.0,0.44
4922,Little Girl Of Mine,42.0,192106.0,0.446,0.441,0.589,0.0,8.0,0.155,-8.845,1.0,0.0751,199.729,4.0,0.961
4923,Little Green Apples - Single Version,35.0,157960.0,0.879,0.506,0.182,0.0892,0.0,0.134,-17.9,1.0,0.0552,101.797,4.0,0.398
4924,Little Green Bag,22.0,195466.0,0.0485,0.708,0.6629999999999999,0.000441,7.0,0.0725,-12.344,1.0,0.0327,103.466,4.0,0.88
4925,Little L,58.0,295400.0,0.168,0.878,0.7240000000000001,0.0116,10.0,0.133,-5.372999999999998,0.0,0.129,121.906,4.0,0.904
4926,Little Lies,46.0,220007.0,0.593,0.34,0.294,0.68,2.0,0.0944,-15.989,1.0,0.0426,83.93799999999997,4.0,0.136
4927,Little Love,60.0,209898.0,0.0455,0.825,0.7290000000000001,0.00162,6.0,0.131,-7.29,1.0,0.0456,119.998,4.0,0.326
4928,Little Lover,55.5,307602.0,0.7535000000000001,0.587,0.3955,0.366,6.0,0.0915999999999999,-9.9055,0.5,0.03085,116.368,4.0,0.3205
4929,Little Numbers,9.0,219840.0,0.157,0.531,0.785,0.0,1.0,0.078,-4.788,1.0,0.0504,191.947,4.0,0.68
4930,Little Road,57.0,195680.0,0.6659999999999999,0.66,0.618,0.00176,8.0,0.184,-8.136000000000001,1.0,0.04,108.942,4.0,0.302
4931,Little Secrets,61.0,238973.0,0.00345,0.597,0.7859999999999999,0.0,5.0,0.0909,-4.248,1.0,0.0419,99.888,4.0,0.6659999999999999
4932,Little Talks,72.33333333333333,250986.66666666663,0.3050333333333333,0.5143333333333334,0.602,0.0,2.333333333333333,0.1476666666666666,-6.503,0.6666666666666666,0.0367,101.165,4.0,0.4386666666666666
4933,Live For Something - Kartell Remix,23.0,290801.0,0.00883,0.852,0.665,0.351,4.0,0.059,-6.763,0.0,0.1369999999999999,120.044,4.0,0.547
4934,Live Forever - Remastered,65.0,276666.0,2.4e-05,0.107,0.8340000000000001,1.62e-05,9.0,0.36,-3.372,0.0,0.045,86.446,4.0,0.189
4935,Live In The Now,46.0,262450.0,0.0464,0.431,0.914,0.0,1.0,0.133,-4.78,1.0,0.15,175.15200000000004,4.0,0.55
4936,Live Like This,62.0,183182.0,0.00369,0.56,0.727,0.000126,5.0,0.239,-6.602,0.0,0.117,127.97,4.0,0.346
4937,Live While We're Young,68.0,200186.0,0.0629,0.6579999999999999,0.8370000000000001,0.0,2.0,0.0969,-2.063,1.0,0.0543,126.015,4.0,0.936
4939,Live for the Night - Dash Berlin Remix,38.0,319653.0,0.0157,0.648,0.828,4.85e-05,6.0,0.149,-2.0,1.0,0.0875,127.958,4.0,0.117
4940,Live in the Booth,45.0,207492.0,0.00577,0.439,0.831,0.0,11.0,0.064,-4.195,0.0,0.343,140.382,4.0,0.467
4941,Live or Die,52.0,124877.0,0.381,0.775,0.529,0.409,8.0,0.11,-6.49,1.0,0.0624,148.06799999999996,4.0,0.0398
4942,"Live, Laugh, Love",42.0,246266.0,0.195,0.647,0.746,0.0,2.0,0.0271,-10.597,1.0,0.0437,98.991,4.0,0.946
4944,Livin' Proof,19.0,254933.0,0.0107,0.846,0.77,0.000123,9.0,0.0558,-7.489,1.0,0.283,92.057,4.0,0.773
4945,Livin' Thing,68.0,212306.0,0.583,0.5489999999999999,0.6509999999999999,0.0,0.0,0.121,-7.097,1.0,0.0323,122.818,4.0,0.368
4946,Livin' la Vida Loca,73.0,243160.0,0.00411,0.425,0.954,0.0,1.0,0.0555,-3.7559999999999993,0.0,0.0476,178.043,4.0,0.933
4947,Livin' the Life,31.0,208587.0,0.156,0.7,0.855,0.0333,2.0,0.0972,-6.909,0.0,0.0966,103.91,4.0,0.71
4948,Living,67.0,197733.0,0.0605,0.762,0.821,0.00341,0.0,0.141,-4.087,1.0,0.0453,121.98,4.0,0.858
4949,Living For The City,27.0,443000.0,0.124,0.583,0.503,0.0,11.0,0.192,-12.507,1.0,0.0701,98.864,4.0,0.454
4950,Living In Another World - 1997 Remastered Version,47.0,418173.0,0.00366,0.56,0.857,0.176,9.0,0.225,-8.453,0.0,0.0324,110.544,4.0,0.938
4951,Living On The Ceiling,8.0,239959.0,0.0772,0.72,0.821,0.15,4.0,0.664,-5.2570000000000014,1.0,0.108,115.403,4.0,0.893
4952,Living in America,55.0,208573.0,0.015,0.562,0.889,0.0,11.0,0.0637,-2.849,1.0,0.0368,148.134,4.0,0.716
4953,Llamé Pa' Verte,54.0,195680.0,0.0711,0.841,0.8079999999999999,3.36e-06,10.0,0.0816,-5.55,1.0,0.0749,95.0,4.0,0.66
