song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
I Wanna Know (feat. Bea Miller),82.0,197938.0,0.0253,0.6609999999999999,0.725,0.0,6.0,0.123,-4.859,1.0,0.0563,119.927,4.0,0.605
I Want Candy,47.333333333333336,167990.66666666666,0.012046666666666634,0.6763333333333333,0.7646666666666667,0.061733333333333335,7.333333333333333,0.07683333333333332,-10.404,0.6666666666666666,0.0583,107.36466666666666,4.0,0.703
I Want It That Way,66.66666666666667,213408.66666666666,0.22399999999999998,0.6869999999999999,0.6970000000000001,0.0,6.0,0.14966666666666667,-5.705666666666666,0.0,0.026533333333333336,99.03233333333333,4.0,0.49
I Want More,38.0,214226.0,0.0251,0.807,0.602,0.171,9.0,0.0414,-11.02,1.0,0.054,113.543,4.0,0.931
I Want To Break Free,22.0,201000.0,0.0512,0.862,0.401,0.00607,4.0,0.18,-12.088,1.0,0.0374,109.142,4.0,0.8
I Want To Hold Your Hand - Remastered 2015,74.0,145746.0,0.386,0.49,0.715,0.0,7.0,0.311,-5.549,1.0,0.0476,130.726,4.0,0.866
I Want To Know What Love Is (2008 Remastered Version),65.0,295480.0,0.17,0.48,0.529,4.27e-06,6.0,0.257,-7.825,1.0,0.0275,81.527,4.0,0.469
I Want You,59.0,188430.0,0.09,0.7929999999999999,0.6970000000000001,2.14e-05,0.0,0.235,-5.528,0.0,0.0692,109.995,4.0,0.562
I Want You - Radio Edit,44.0,198867.0,0.000705,0.262,0.8809999999999999,0.000938,2.0,0.7240000000000001,-4.802,1.0,0.132,127.947,4.0,0.468
I Want You Back,50.5,178613.0,0.378,0.6565000000000001,0.566,0.0010234,8.0,0.27649999999999997,-10.869,1.0,0.0356,98.326,4.0,0.9235
I Want You To Know,15.666666666666666,239199.66666666666,0.00593,0.5673333333333334,0.8666666666666667,7.613333333333334e-06,9.0,0.23500000000000001,-2.4353333333333333,0.0,0.06303333333333333,130.00133333333332,4.0,0.37200000000000005
I Want You to Want Me,66.0,191226.0,0.78,0.8059999999999999,0.462,0.0134,2.0,0.15,-12.778,1.0,0.0298,92.726,4.0,0.736
I Was,42.0,270130.0,0.951,0.474,0.461,0.7559999999999999,9.0,0.0681,-12.635,1.0,0.0328,119.68,4.0,0.0399
I Was Dancing In The Lesbian Bar,40.0,223840.0,0.7120000000000001,0.8320000000000001,0.387,0.00235,9.0,0.253,-13.505999999999998,0.0,0.0509,116.468,4.0,0.883
I Was Denied,37.0,218760.0,0.00764,0.244,0.95,0.0819,0.0,0.794,-2.399,1.0,0.0763,185.246,4.0,0.407
I Was Just Leaving,66.0,178614.0,0.7829999999999999,0.615,0.361,6.97e-06,6.0,0.218,-10.441,1.0,0.0451,135.579,4.0,0.434
I Was Made for Loving You / Please Don't Say You Love Me,64.0,162185.0,0.857,0.525,0.278,0.0,2.0,0.104,-10.669,1.0,0.0321,72.952,4.0,0.33
I Will Be Okay,57.0,125200.0,0.952,0.5660000000000001,0.214,0.0,0.0,0.0984,-10.089,1.0,0.0441,154.75,4.0,0.5429999999999999
I Will Find,72.0,224733.0,0.144,0.922,0.535,0.271,6.0,0.552,-8.171,0.0,0.0484,123.972,4.0,0.382
I Will Never Be,51.0,212240.0,0.524,0.657,0.6,0.0,5.0,0.106,-5.271,1.0,0.0306,78.05,4.0,0.412
I Will Spend My Whole Life Loving You,68.0,227619.0,0.887,0.637,0.129,0.0,11.0,0.0719,-17.082,1.0,0.0346,125.802,4.0,0.298
I Will Wait,71.0,276720.0,0.0103,0.48100000000000004,0.7659999999999999,0.0067,1.0,0.302,-5.207999999999998,1.0,0.0334,131.143,4.0,0.436
I Wish,59.0,249293.0,0.00137,0.669,0.809,0.0,7.0,0.38,-7.146,1.0,0.147,97.885,4.0,0.5720000000000001
I Wish - Radio Edit,63.0,252306.0,0.00826,0.715,0.738,0.0,7.0,0.26,-10.139,1.0,0.157,97.877,4.0,0.573
I Wish I Missed My Ex,70.0,205263.0,0.319,0.68,0.62,1.14e-06,0.0,0.158,-5.117,1.0,0.0607,95.078,4.0,0.537
I Wish I Was the Moon,53.0,214733.0,0.725,0.271,0.31,1.99e-06,0.0,0.119,-7.967,1.0,0.0309,169.614,3.0,0.16
I Wish You Were Here,67.0,125783.0,0.0147,0.898,0.51,0.0,0.0,0.0745,-6.392,1.0,0.0386,112.022,4.0,0.758
I Won't Back Down,50.0,175373.0,0.0485,0.775,0.638,1.11e-05,7.0,0.196,-9.635,1.0,0.0292,113.964,4.0,0.965
I Won't Fight It,0.0,331106.0,0.551,0.332,0.512,0.564,4.0,0.0917,-8.636000000000001,1.0,0.0358,155.885,4.0,0.0377
I Won't Give In,1.0,231200.0,0.00141,0.459,0.85,0.0,2.0,0.279,-4.152,1.0,0.0488,150.092,4.0,0.404
I Won't Give Up,76.0,240165.0,0.6940000000000001,0.585,0.303,0.0,4.0,0.115,-10.058,1.0,0.0398,136.703,3.0,0.142
I Won't Let You Down,1.0,222440.0,0.0257,0.755,0.915,0.0,2.0,0.0351,-3.5050000000000003,1.0,0.105,113.986,4.0,0.6999999999999998
I Won't Mind,55.0,216000.0,0.934,0.479,0.106,1.82e-05,10.0,0.284,-13.497,0.0,0.0426,144.407,4.0,0.0838
I Won't Say I'm Sorry,34.0,207306.0,7.11e-05,0.426,0.981,2.64e-06,0.0,0.347,-4.505,1.0,0.054,159.93200000000004,4.0,0.632
I Wonder Why - Remastered,53.0,138960.0,0.7090000000000001,0.266,0.546,3.05e-05,10.0,0.159,-9.012,1.0,0.0375,208.706,4.0,0.946
I Would Like - Gorgon City Remix,52.0,263655.0,0.00806,0.7190000000000001,0.557,0.00877,2.0,0.0965,-6.187,0.0,0.0355,121.997,4.0,0.488
I Write Sins Not Tragedies,77.0,187613.0,0.0938,0.5670000000000001,0.795,0.0,9.0,0.114,-4.985,0.0,0.134,170.06,4.0,0.635
I'll Be A Happy Man,29.0,214520.0,0.213,0.6609999999999999,0.5760000000000001,3.4200000000000005e-05,7.0,0.0702,-10.249,0.0,0.0347,136.286,4.0,0.971
I'll Be Around,43.0,151990.0,0.74,0.7879999999999999,0.469,0.00019,5.0,0.101,-13.639,1.0,0.0347,120.013,4.0,0.8809999999999999
I'll Be Loving You (Forever),64.0,263933.0,0.282,0.598,0.282,0.0,11.0,0.105,-17.227,1.0,0.0256,134.70600000000002,4.0,0.305
I'll Be Missing You (feat. 112),75.0,301520.0,0.0522,0.862,0.479,0.00126,7.0,0.589,-9.199,1.0,0.0646,109.878,4.0,0.925
I'll Be Missing You (feat. Faith Evans & 112),70.0,306560.0,0.111,0.833,0.619,2.13e-05,7.0,0.159,-5.595,1.0,0.0538,109.92,4.0,0.901
I'll Be There,58.0,263707.0,0.241,0.519,0.536,0.00011,11.0,0.114,-6.471,0.0,0.0806,124.042,4.0,0.297
I'll Be There For You,52.0,188359.0,0.0717,0.32,0.917,0.0,9.0,0.1689999999999999,-5.903,1.0,0.0771,190.757,4.0,0.715
I'll Be There For You/You're All I Need To Get By,10.0,307506.0,0.144,0.6970000000000001,0.828,2.03e-06,1.0,0.334,-3.733,0.0,0.0963,95.052,4.0,0.555
I'll Keep You,43.0,157174.0,0.934,0.511,0.145,2.64e-06,10.0,0.123,-9.827,1.0,0.0335,128.138,4.0,0.547
I'll Never Love,18.0,165986.0,0.5720000000000001,0.5770000000000001,0.371,0.102,2.0,0.109,-10.630999999999998,0.0,0.038,74.53399999999998,4.0,0.343
I'll Never Love Again - Film Version,74.0,281066.0,0.763,0.451,0.34,2.49e-06,7.0,0.135,-7.466,1.0,0.031,110.502,4.0,0.221
I'll Never Love Again - Film Version - Radio Edit,76.0,281235.0,0.762,0.343,0.357,2.86e-06,7.0,0.0933,-7.278,1.0,0.037,75.76100000000002,3.0,0.247
I'll Sail My Ship Alone,25.0,132626.0,0.6829999999999999,0.7509999999999999,0.411,0.0,2.0,0.0934,-10.854,1.0,0.0308,93.939,4.0,0.967
I'll Take You There,67.0,196826.0,0.097,0.8440000000000001,0.597,0.0,0.0,0.0777,-8.618,1.0,0.0482,101.674,4.0,0.795
I'm A Believer,52.0,166259.5,0.5645,0.511,0.772,7.285e-06,0.0,0.23500000000000001,-6.4945,1.0,0.03265,79.53999999999999,4.0,0.948
I'm A Believer - Radio Edit,61.0,183400.0,0.0194,0.562,0.967,1.1e-06,6.0,0.525,-3.467,1.0,0.0637,82.38799999999998,4.0,0.8690000000000001
I'm A Long Gone Daddy,28.0,169706.0,0.8140000000000001,0.5539999999999999,0.368,0.0,9.0,0.241,-11.351,1.0,0.0352,143.69299999999996,4.0,0.902
I'm A Man,14.0,176160.0,0.038,0.55,0.929,0.0,9.0,0.135,-5.765,1.0,0.0815,129.011,4.0,0.643
I'm Alright,61.0,199040.0,0.191,0.6759999999999999,0.733,0.0,0.0,0.192,-7.745,1.0,0.0294,98.234,3.0,0.591
"I'm Alright (Theme from ""Caddyshack"")",40.0,227040.0,0.0902,0.5579999999999999,0.867,0.0,7.0,0.378,-6.439,1.0,0.0449,163.213,4.0,0.942
I'm Broken,64.0,264800.0,0.000594,0.419,0.878,0.5589999999999999,7.0,0.139,-6.352,1.0,0.0553,147.385,4.0,0.6659999999999999
I'm Caving In,36.0,176266.0,0.00146,0.532,0.76,0.00386,5.0,0.205,-8.078,1.0,0.0388,109.85,3.0,0.743
I'm Coming Out,64.0,323346.0,0.179,0.7290000000000001,0.8320000000000001,0.352,5.0,0.0806,-9.168,1.0,0.0479,110.116,4.0,0.758
I'm Every Woman,64.0,213266.0,0.0145,0.537,0.929,0.000618,5.0,0.188,-4.957,0.0,0.0446,114.785,4.0,0.7170000000000001
I'm Five Years Ahead Of My Time,34.0,134906.0,0.0574,0.414,0.731,2.8e-06,9.0,0.138,-6.855,1.0,0.0327,126.111,4.0,0.579
I'm From The Country - Single Version,59.0,213973.0,0.246,0.6779999999999999,0.893,0.0,2.0,0.268,-3.95,1.0,0.0452,129.579,4.0,0.959
I'm Gone - Ovylarock Remix,50.0,195428.0,0.0164,0.536,0.861,0.000128,1.0,0.156,-3.511,1.0,0.0882,139.998,4.0,0.284
I'm Gonna Be (500 Miles),77.0,219466.0,0.151,0.851,0.551,0.0,4.0,0.0827,-5.1770000000000005,1.0,0.0396,131.922,4.0,0.807
I'm Gonna Be Somebody - Remastered,50.0,245266.0,0.148,0.561,0.659,9.93e-06,7.0,0.106,-6.7010000000000005,1.0,0.0267,76.49,4.0,0.5539999999999999
I'm Good,64.33333333333333,200388.33333333334,0.018603333333333333,0.698,0.7709999999999999,6.06e-05,0.6666666666666666,0.279,-4.1513333333333335,1.0,0.044833333333333336,100.00866666666667,4.0,0.8123333333333335
I'm Here,32.0,207949.0,0.288,0.743,0.716,0.0,11.0,0.186,-4.163,0.0,0.0621,109.989,4.0,0.483
I'm His Girl,0.0,172560.0,0.6629999999999999,0.737,0.701,7.929999999999999e-05,0.0,0.0864,-7.126,1.0,0.0621,102.899,4.0,0.8109999999999999
I'm In Love,44.0,302853.0,0.0238,0.903,0.463,0.107,5.0,0.0826,-9.214,0.0,0.0837,114.929,4.0,0.733
I'm In Love With A German Film Star,44.0,241320.0,0.244,0.732,0.649,0.104,11.0,0.109,-8.165,1.0,0.0321,114.323,4.0,0.34
I'm Juiced,42.0,216293.0,0.35,0.774,0.851,0.0,3.0,0.0957,-3.634,0.0,0.228,90.119,4.0,0.6940000000000001
I'm Just A Kid,14.0,198333.0,0.00107,0.527,0.8340000000000001,0.000102,1.0,0.0993,-5.5310000000000015,1.0,0.0447,110.065,4.0,0.422
I'm Just Snacking,66.0,198000.0,0.134,0.614,0.478,4.52e-06,8.0,0.254,-7.306,0.0,0.0289,127.994,4.0,0.384
I'm Like A Bird,51.0,243160.0,0.149,0.615,0.633,0.0,10.0,0.298,-5.113,1.0,0.0388,89.662,4.0,0.622
I'm Missing You,27.0,236786.0,0.0887,0.78,0.6409999999999999,0.000158,7.0,0.329,-6.695,1.0,0.196,94.984,4.0,0.319
I'm Movin' On,33.0,167920.0,0.769,0.569,0.701,0.000104,2.0,0.211,-7.404,1.0,0.0307,97.436,4.0,0.933
I'm Not Asking,50.0,170160.0,0.856,0.28,0.302,0.0295,9.0,0.104,-9.68,0.0,0.0297,155.032,4.0,0.107
I'm Not Okay (I Promise),73.0,186480.0,0.00602,0.21,0.94,0.0,9.0,0.269,-3.427,1.0,0.123,179.722,4.0,0.255
I'm Not That Lonely Yet,29.0,165426.0,0.898,0.5770000000000001,0.158,0.0,5.0,0.211,-16.836,1.0,0.0269,83.93799999999997,3.0,0.285
I'm Not The Only One,30.0,239316.0,0.5539999999999999,0.453,0.496,2.65e-05,5.0,0.0772,-5.785,1.0,0.0453,80.994,4.0,0.501
"I'm Not The Only One (Sam Smith Cover) - Live From Spotify, London",71.0,195840.0,0.861,0.455,0.265,0.0,5.0,0.685,-8.468,1.0,0.0491,176.03599999999997,4.0,0.324
I'm Shipping Up To Boston,11.0,153600.0,0.0007059999999999,0.452,0.928,0.000637,2.0,0.226,-3.133,1.0,0.079,129.188,4.0,0.6
I'm So Excited,68.33333333333333,230248.66666666666,0.09846666666666666,0.6226666666666666,0.8646666666666666,0.00025400000000000005,5.0,0.34366666666666673,-6.053333333333335,0.0,0.0436,153.64966666666666,4.0,0.7643333333333334
I'm Sorry,39.0,227690.0,0.162,0.591,0.481,0.0,7.0,0.058,-8.314,1.0,0.0349,115.062,4.0,0.244
I'm Still Believing,54.0,223500.0,0.0298,0.769,0.696,0.00403,1.0,0.0798,-8.459,1.0,0.0322,119.978,4.0,0.498
I'm Still Here,75.0,241910.0,0.00697,0.4370000000000001,0.7190000000000001,3.86e-05,6.0,0.0765,-4.569,0.0,0.0376,169.976,4.0,0.284
I'm Stranded,36.0,212826.0,0.00579,0.352,0.727,2.9e-06,6.0,0.313,-12.255999999999998,1.0,0.0352,85.385,4.0,0.426
I'm The Only One,58.0,295000.0,0.0448,0.613,0.476,0.0,0.0,0.0608,-9.648,1.0,0.0321,84.93799999999997,4.0,0.644
I'm Too Sexy,38.0,166533.0,0.00767455,0.7275,0.6645000000000001,0.0061855,10.0,0.31999999999999995,-11.006499999999999,0.5,0.059750000000000004,125.0645,4.0,0.899
I'm Upset,59.0,214466.0,0.279,0.899,0.5870000000000001,0.0,11.0,0.0835,-7.866,0.0,0.338,149.993,4.0,0.49
I'm Yours,83.57142857142857,242372.85714285713,0.5905714285714285,0.6864285714285714,0.45342857142857146,0.0,11.0,0.10325714285714285,-8.475142857142858,1.0,0.046571428571428576,150.971,4.0,0.7221428571428571
I'm Yours / Somewhere Over The Rainbow,46.0,214893.0,0.7809999999999999,0.426,0.313,0.0,0.0,0.097,-7.774,1.0,0.0429,77.483,4.0,0.416
I'm a Mess,74.0,195519.0,0.00281,0.63,0.6940000000000001,0.0,11.0,0.0719,-6.2570000000000014,0.0,0.0253,97.005,4.0,0.216
I'm a Slave 4 U,0.0,203760.0,0.426,0.843,0.843,0.000108,8.0,0.111,-3.573,1.0,0.117,110.03,4.0,0.963
I'm in a Hurry (And Don't Know Why),60.0,168640.0,0.198,0.757,0.69,0.0,9.0,0.078,-8.645,1.0,0.0286,128.654,4.0,0.867
I'm on Fire,72.0,155880.0,0.589,0.62,0.446,0.0299,1.0,0.0727,-14.451,0.0,0.0347,88.59100000000002,4.0,0.868
I'm so sick,67.0,199402.0,0.128,0.594,0.81,0.0,6.0,0.0324,-2.083,0.0,0.0531,123.752,4.0,0.777
I'm the One,27.0,288876.0,0.0533,0.599,0.667,0.0,7.0,0.134,-4.267,1.0,0.0367,80.984,4.0,0.8170000000000001
I've Been Everywhere - Remastered,38.0,164640.0,0.551,0.449,0.537,0.000148,6.0,0.412,-13.138,1.0,0.0392,119.689,4.0,0.961
I've Got A Woman,69.0,171466.0,0.833,0.556,0.61,2.22e-06,9.0,0.258,-4.729,1.0,0.213,199.373,4.0,0.665
I've Got You Under My Skin - Remastered 1998,69.0,223760.0,0.452,0.585,0.247,8.85e-06,1.0,0.107,-12.612,1.0,0.04,127.15,4.0,0.591
I-89 - Recorded At Spotify Studios NYC,57.0,180581.0,0.818,0.581,0.375,1.05e-06,7.0,0.109,-11.591,0.0,0.0359,89.58200000000002,4.0,0.649
ICE CREAM,13.0,194440.0,0.0102,0.7809999999999999,0.277,0.7759999999999999,9.0,0.111,-14.314,0.0,0.0633,120.03,3.0,0.251
ICONIC (ft. Jaden Smith),80.0,298133.0,0.00606,0.39,0.779,0.0,1.0,0.291,-5.612,1.0,0.243,175.89,4.0,0.213
ICY GRL,54.333333333333336,109302.0,0.0292,0.9356666666666666,0.5633333333333334,0.0,7.0,0.0734,-5.404000000000001,1.0,0.20033333333333334,103.28666666666668,4.0,0.8083333333333335
IDGAF,89.0,217946.0,0.0403,0.836,0.544,0.0,7.0,0.0824,-5.974999999999999,1.0,0.0943,97.028,4.0,0.51
IDGAF - Hazers Remix,63.0,240617.0,0.0958,0.8140000000000001,0.705,0.000133,7.0,0.0687,-4.734,1.0,0.0904,110.004,4.0,0.6
IDGAF - Initial Talk Remix,44.0,207928.0,0.0137,0.6709999999999999,0.897,2.79e-06,4.0,0.083,-7.04,0.0,0.0309,108.998,4.0,0.785
IDOL,86.0,260233.0,0.00219,0.7090000000000001,0.8569999999999999,0.0,9.0,0.103,-3.394,1.0,0.0881,126.038,4.0,0.446
IDR,44.0,187689.0,0.115,0.688,0.516,2.87e-06,7.0,0.117,-7.013999999999999,0.0,0.0299,109.979,4.0,0.143
IFHY,64.0,319253.0,0.2,0.36,0.716,0.0,7.0,0.581,-6.181,1.0,0.34,86.001,4.0,0.274
IGOHOLIC,50.0,200797.0,0.0129,0.73,0.765,0.0,11.0,0.337,-3.817,0.0,0.121,115.999,4.0,0.279
ILY x11,40.0,141662.0,0.922,0.718,0.192,0.945,6.0,0.111,-20.504,1.0,0.035,82.73100000000002,4.0,0.0825
ILYSB,56.0,211340.0,0.603,0.623,0.627,0.00908,5.0,0.316,-6.73,1.0,0.0518,100.04,4.0,0.459
ILYSM,63.0,200952.0,0.0482,0.65,0.884,0.154,1.0,0.135,-3.557,1.0,0.0326,125.998,4.0,0.377
Ibiza,87.0,200746.0,0.254,0.691,0.71,0.0,5.0,0.108,-5.144,1.0,0.334,192.046,4.0,0.726
Ice Cold,65.0,197680.0,0.0349,0.463,0.958,0.00785,10.0,0.0944,-3.622,0.0,0.122,170.03,4.0,0.155
Ice El Hielo,30.0,230906.0,0.7959999999999999,0.804,0.383,0.0,0.0,0.325,-8.532,1.0,0.0633,129.901,4.0,0.47
Ice Ice Baby,71.0,254466.0,0.0023,0.978,0.787,4.6e-06,2.0,0.102,-2.79,1.0,0.0394,116.006,4.0,0.597
Ice Me Out,52.0,182662.0,0.0569,0.883,0.486,0.000657,11.0,0.0837,-9.463,1.0,0.368,150.001,4.0,0.4270000000000001
Ice On My Baby (feat. Kevin Gates) - Remix,59.0,199520.0,0.0675,0.762,0.52,3.95e-06,5.0,0.114,-5.237,0.0,0.0959,75.047,4.0,0.0862
Iced Out (feat. 2 Chainz),68.0,192000.0,0.00365,0.934,0.407,0.0,0.0,0.11,-8.058,1.0,0.345,140.024,4.0,0.0793
Icey,64.0,148252.0,0.146,0.942,0.517,7.11e-06,7.0,0.118,-7.176,1.0,0.311,120.148,4.0,0.419
Icky Thump,68.0,254533.0,0.021,0.424,0.632,0.0117,9.0,0.0545,-7.2429999999999986,1.0,0.0922,97.694,4.0,0.356
Icon,35.0,220995.0,0.228,0.573,0.81,0.0,9.0,0.474,-5.088,0.0,0.374,119.978,4.0,0.463
Icon - Reggaeton Remix,62.0,208880.0,0.31,0.741,0.919,0.0,2.0,0.412,-2.342,1.0,0.254,115.054,4.0,0.6659999999999999
Idea,53.0,236571.0,0.0539,0.609,0.619,0.00146,3.0,0.0888,-7.189,1.0,0.188,168.255,4.0,0.1689999999999999
Idfc,80.0,245172.0,0.611,0.63,0.5,4.04e-05,1.0,0.114,-8.755,0.0,0.0611,144.871,4.0,0.315
Idle Town,70.0,236199.0,0.846,0.625,0.239,6.88e-06,7.0,0.13,-14.651,1.0,0.0309,77.01,4.0,0.246
Idols Become Rivals,54.0,341680.0,0.0123,0.481,0.716,0.0,10.0,0.141,-5.996,0.0,0.622,78.829,4.0,0.404
If,63.0,237714.0,0.397,0.951,0.6609999999999999,0.0,7.0,0.0686,-2.678,0.0,0.0612,104.997,4.0,0.926
"If I Can't Have You - From ""Saturday Night Fever""",50.0,177213.0,0.108,0.599,0.807,0.0,8.0,0.348,-6.971,0.0,0.0412,109.497,4.0,0.846
If I Could Turn Back Time,72.0,239826.0,0.244,0.654,0.5660000000000001,0.0,11.0,0.123,-10.313,1.0,0.0268,108.293,4.0,0.527
If I Didn't Have You,51.0,186746.0,0.1639999999999999,0.674,0.578,0.0,4.0,0.103,-10.919,1.0,0.0663,172.498,4.0,0.961
If I Don't Wake Up,42.0,211600.0,0.0332,0.645,0.726,0.0,11.0,0.111,-5.4270000000000005,1.0,0.337,74.957,4.0,0.531
If I Get High,58.0,206560.0,0.0104,0.441,0.57,0.0146,4.0,0.123,-5.584,1.0,0.032,139.876,4.0,0.117
If I Ruled the World (Imagine That),71.0,282373.0,0.0474,0.879,0.564,9.43e-06,10.0,0.0519,-7.682,0.0,0.247,93.908,4.0,0.523
If I Was President 2016,28.0,131321.0,0.246,0.6509999999999999,0.443,0.0,4.0,0.238,-6.671,0.0,0.324,89.52600000000002,4.0,0.43
If I Were You (feat. Keith Urban),65.0,213053.0,0.316,0.5489999999999999,0.664,0.0,8.0,0.101,-4.942,0.0,0.0451,155.745,4.0,0.307
If I Were a Boy,68.0,249146.0,0.107,0.632,0.518,0.0,6.0,0.354,-6.126,1.0,0.0313,90.007,4.0,0.4270000000000001
If I'm Gone Tomorrow (It's Because of Aliens),51.0,167517.0,0.000847,0.392,0.752,0.8909999999999999,7.0,0.152,-7.337999999999999,1.0,0.0338,157.975,4.0,0.555
"If I'm Lyin, I'm Flyin",83.0,130929.0,0.10000000000000002,0.715,0.617,3.6200000000000005e-06,11.0,0.18600000000000003,-5.558,0.0,0.242,176.10800000000003,4.0,0.289
If It Ain't You,60.0,205197.0,0.444,0.364,0.379,3.55e-05,0.0,0.0777,-13.357,1.0,0.0313,142.321,4.0,0.0883
If Not For You (Demo),65.0,191670.0,0.8640000000000001,0.634,0.433,0.0085799999999999,2.0,0.102,-8.017999999999999,1.0,0.0256,101.791,4.0,0.268
If Only,40.0,262022.0,0.126,0.8009999999999999,0.774,0.011,10.0,0.138,-4.4860000000000015,0.0,0.177,125.017,4.0,0.6579999999999999
If This Is Love,31.0,241011.0,0.116185,0.5985,0.72,0.19510750000000002,6.0,0.151,-5.265,0.0,0.07930000000000001,139.022,4.0,0.35650000000000004
If U Seek Amy,65.0,216520.0,0.0192,0.7170000000000001,0.5870000000000001,0.0,4.0,0.0523,-7.296,0.0,0.0339,129.954,4.0,0.544
If We Have Each Other,77.0,181125.0,0.701,0.654,0.579,0.0,10.0,0.305,-5.561,0.0,0.0728,173.09400000000005,4.0,0.8540000000000001
If We Were Vampires,72.0,215563.0,0.8240000000000002,0.629,0.208,3.7000000000000006e-06,5.0,0.107,-16.225,1.0,0.0324,96.609,4.0,0.685
If We're Not Back In Love By Monday,33.0,196000.0,0.848,0.634,0.181,4.56e-06,1.0,0.102,-16.74,1.0,0.0306,152.966,4.0,0.701
If You Ain't Lovin' (You Ain't Livin'),32.0,142000.0,0.752,0.625,0.416,0.0,7.0,0.0853,-10.282,1.0,0.0316,149.44,4.0,0.833
If You Came Here To Live (in memory of Mary Skinner),14.0,159163.0,0.992,0.321,0.111,0.927,8.0,0.101,-22.258000000000006,0.0,0.0348,61.224,4.0,0.172
If You Could Only See,57.0,263280.0,0.00131,0.417,0.946,0.0,10.0,0.154,-4.056,0.0,0.0507,95.245,4.0,0.517
If You Could Read My Mind,60.0,229560.0,0.68,0.603,0.252,6.96e-05,2.0,0.147,-12.402,1.0,0.0337,122.631,4.0,0.179
If You Know You Know,72.0,202120.0,0.0186,0.46,0.6970000000000001,0.0,6.0,0.362,-5.954,0.0,0.325,153.42600000000004,4.0,0.701
If You Leave Me Now - Remastered,72.0,235373.0,0.0193,0.429,0.564,0.000828,11.0,0.128,-6.784,1.0,0.0268,104.212,4.0,0.276
"If You Love Me, Come Clean",57.0,220062.0,0.797,0.511,0.119,0.00432,9.0,0.12,-15.349,1.0,0.0414,134.195,4.0,0.0763
If You Need Someone,38.0,224133.0,1.14e-05,0.43,0.6609999999999999,0.8390000000000001,11.0,0.376,-13.156,1.0,0.0276,155.683,4.0,0.83
"If You Need To, Keep Time On Me",70.0,210506.0,0.647,0.521,0.22,0.00814,9.0,0.179,-10.202,1.0,0.0314,104.03,4.0,0.135
If You See Her,74.0,182900.0,0.0375,0.635,0.679,0.0,1.0,0.0954,-7.374,1.0,0.0861,117.867,4.0,0.239
If You Wanna (feat. Ayelle),50.0,181960.0,0.6809999999999999,0.765,0.491,0.0145,8.0,0.104,-8.685,0.0,0.311,94.949,4.0,0.353
If You Wanna Love Somebody - Single Version,68.0,234704.0,0.0207,0.5529999999999999,0.752,0.0,6.0,0.105,-5.29,1.0,0.0302,103.136,4.0,0.47
If You Were Mine,71.0,204380.0,0.00989,0.6559999999999999,0.773,0.0,8.0,0.436,-3.609,1.0,0.0297,120.056,4.0,0.406
If You're Hearing This,64.0,173925.0,0.125,0.71,0.563,0.0,7.0,0.196,-8.004,1.0,0.0403,101.931,4.0,0.4270000000000001
If You're Never Gonna Move,43.0,207240.0,0.226,0.618,0.565,0.0845,2.0,0.105,-10.08,1.0,0.0334,101.006,4.0,0.828
If You're Over Me,81.0,189000.0,0.0615,0.647,0.853,0.0,8.0,0.062,-4.516,1.0,0.0904,103.846,4.0,0.618
If You've Got the Money I've Got the Time,32.0,173933.0,0.737,0.8190000000000001,0.439,0.000522,7.0,0.102,-11.729,1.0,0.0358,105.082,4.0,0.909
If You've Got the Money I've Got the Time - 78rpm Version,37.0,179306.0,0.83,0.545,0.392,9.41e-05,2.0,0.0903,-10.091,1.0,0.0481,208.426,4.0,0.951
If Your Mind Should Change,58.0,204246.0,0.6890000000000001,0.715,0.165,0.0169,10.0,0.0735,-16.678,1.0,0.0359,77.421,4.0,0.268
If Your Prayers Don't Get To Heaven,3.0,250586.0,0.118,0.518,0.8420000000000001,0.000258,9.0,0.133,-5.162000000000001,0.0,0.0401,201.95,4.0,0.597
Ight,62.0,205866.0,0.0187,0.928,0.56,0.0,11.0,0.103,-9.909,0.0,0.343,139.987,4.0,0.52
Igloo,26.0,198520.0,0.0385,0.877,0.8079999999999999,0.8909999999999999,0.0,0.0817,-8.811,1.0,0.0364,137.071,4.0,0.593
Ignorance,68.0,218626.0,0.00109,0.522,0.964,0.000389,11.0,0.0387,-2.645,0.0,0.095,170.94400000000005,4.0,0.51
Igual Que Ayer,64.0,232560.0,0.0225,0.7879999999999999,0.735,0.0,10.0,0.0427,-7.171,0.0,0.0433,94.004,4.0,0.399
Ikuyo (feat. 2 Chainz & Sophia Black),65.0,221666.0,0.255,0.765,0.609,1.28e-05,1.0,0.119,-5.285,0.0,0.19,77.957,4.0,0.547
Il Vicolo,59.0,200000.0,0.961,0.387,0.0454,0.93,3.0,0.107,-24.976,1.0,0.049,117.278,3.0,0.141
Ill Logic,18.0,183998.0,0.0695,0.637,0.913,0.0,2.0,0.157,-4.623,1.0,0.284,89.78299999999999,4.0,0.795
Ill Mind of Hopsin 5,66.0,289004.0,0.514,0.737,0.7070000000000001,0.0,1.0,0.393,-11.113,1.0,0.448,98.121,4.0,0.561
Illegal Smile,33.0,193266.0,0.742,0.499,0.279,1.47e-06,0.0,0.0907,-15.338,1.0,0.0529,161.609,4.0,0.421
